ENCODED_MCT,dtw_cluster,HPSN_MCT_ZCD_NM
D3CEEC6D94,3,한식-단품요리일반
D3DEA832D8,3,일식당
D3E9691832,1,한식-육류/고기
D3E9FFD90F,2,카페
D3F29D0C95,2,커피전문점
D401EA47BD,0,양식
D402962627,2,한식-국수/만두
D406BC7817,0,한식-해물/생선
D413A3CF88,2,호프/맥주
D427F7C6AB,2,포장마차
D438843206,1,일식당
D44E72CCFC,0,한식-육류/고기
D45A8799DB,3,피자
D47A773B8E,2,일식당
D484C380BF,2,아이스크림/빙수
D488494DEF,1,축산물
D491F00E17,2,한식-육류/고기
D4AA4CAA8D,3,중식당
D4AD2AD30A,3,분식
D4B36C76C4,3,카페
D4BD053ECB,3,일반 유흥주점
D4C5EBD12F,2,백반/가정식
D4DF58F26D,1,호프/맥주
D511E3D8B1,1,한식-육류/고기
D529C1154C,3,샌드위치/토스트
D52B8311A4,2,한식-해물/생선
D573756B9C,0,요리주점
D57855D6EF,2,카페
D5845DCD06,3,커피전문점
D58C9C52D1,1,한식-육류/고기
D5909AB680,1,식료품
D592366647,2,한식-단품요리일반
D59EAA6064,2,일식-덮밥/돈가스
D5A688AFCD,2,한식-국밥/설렁탕
D5CE662890,1,축산물
D5CFCB32BA,1,축산물
D5CFD2B5BF,0,피자
D5D2A1D534,1,치킨
D5D64A7CE8,2,일식당
D5F0182675,3,카페
D5FAEB61B0,3,커피전문점
D612EC720C,1,한식-해물/생선
D6267FEEEA,2,한식-단품요리일반
D631BCEA77,1,요리주점
D63B351295,0,중식당
D64DEC08B9,2,한식-단품요리일반
D669157A58,1,한식-단품요리일반
D66D8AD118,1,청과물
D670574C48,2,한식-단품요리일반
D6745235EA,3,요리주점
D67C0BE6A2,3,양식
D6BA8B518B,1,백반/가정식
D6C06FDF89,2,호프/맥주
D6F0487E3E,1,축산물
D6F7A9FA64,0,한식-육류/고기
D7028A57A2,3,한식-단품요리일반
D709A19B89,2,한식-육류/고기
D72BC9D1A2,1,카페
D731C6D372,0,커피전문점
D749124593,0,카페
D756AE959B,0,한식-단품요리일반
D757DF77E2,3,백반/가정식
D77841D9B4,3,스테이크
D78D9659F1,2,카페
D78F1F696C,1,호프/맥주
D799D3A520,1,농산물
D7B0E38FA8,0,한식-육류/고기
D7EAFE3D88,3,분식
D7F0860579,3,축산물
D7FE7C347D,1,한식-해물/생선
D822E86B3D,2,한식-단품요리일반
D827FBA72F,0,한식-감자탕
D83C7B324D,2,양식
D83FD7E108,2,일식당
D85CD85462,1,한식뷔페
D8669EE2FB,2,식료품
D86773997F,1,주류
D877FBFA11,2,커피전문점
D87C249A76,2,한식-육류/고기
D87CAF8855,3,분식
D88940EE2F,2,한식-찌개/전골
D89DEC9B29,2,햄버거
D8A875AA9D,1,한식-육류/고기
D8B9E99952,2,한식-육류/고기
D8C7681945,2,한식-죽
D8D358541B,3,한식-국밥/설렁탕
D8D8741AE4,2,백반/가정식
D97D0EEBFE,2,베이커리
D983AF8437,2,일반 유흥주점
D98E86E1EF,1,한식-단품요리일반
D9A68478F5,2,한식-해물/생선
D9A857451B,1,양식
D9A86A4A3C,1,일식-덮밥/돈가스
D9B4DCAFB9,2,한식-육류/고기
D9C06C8643,2,한식-단품요리일반
D9C37DB102,2,한식-육류/고기
D9D5B30E21,0,베이커리
DA01E5E1CB,1,치킨
DA16B2905C,2,분식
DA1B23659C,1,떡/한과 제조
DA258C9262,3,양식
DA38CBD132,1,카페
DA3D8B1FB0,0,건강식품
DA3FBABC19,3,한식-단품요리일반
DA4547AB2F,2,한식-육류/고기
DA4DC755CB,3,커피전문점
DA5B732423,2,커피전문점
DA66A755A8,1,한식-육류/고기
DA7113101B,0,식료품
DA72A54F82,1,분식
DA74E018B2,3,한식-육류/고기
DA7C0F3255,2,한식-육류/고기
DA830AD4F9,1,와인바
DA9FEE893A,1,양식
DABAA47F1B,2,분식
DABB8F4DFF,2,베이커리
DABFCC04D8,1,한식-육류/고기
DAD28E1892,0,한식-찌개/전골
DAD6A93B87,0,햄버거
DADB178866,0,분식
DAE13C0508,2,양식
DAFBA48973,1,한식-해물/생선
DB02976DF2,1,축산물
DB1E0B5C1E,2,호프/맥주
DB3164F768,0,분식
DB4CA4D632,2,카페
DB794CF0E3,0,분식
DBC4830070,3,요리주점
DBD3191157,2,중식당
DC1615940E,0,한식-단품요리일반
DC17B81D3E,2,호프/맥주
DC2433C636,1,축산물
DC3C4F794B,0,와인바
DC6768DBDA,2,한식-육류/고기
DC88E0D1FD,1,양식
DC91CAB11B,3,베이커리
DCC50120CB,1,식료품
DCDA685076,0,백반/가정식
DCF5AF5EC7,2,한식-단품요리일반
DCF7BBE73E,3,분식
DD0FCFEDE6,0,커피전문점
DD282F5170,1,일식당
DD2B300AD5,2,일식당
DD3AD6FFFA,0,호프/맥주
DD406CC456,3,양식
DD45EECEE3,2,일식당
DD4FCA5BE6,0,한식-단품요리일반
DD5C3290AF,2,커피전문점
DD91730DEC,1,요리주점
DDA2B18650,0,백반/가정식
DDA448BE28,1,한식뷔페
DDAA9A9275,1,축산물
DDB19C2E90,2,요리주점
DDC5B3DE0C,0,베이커리
DDCEC53100,1,한식-육류/고기
DDF9F33035,2,치킨
DE1EB08231,0,한식-죽
DE28615258,1,한식-육류/고기
DE2C6A8F93,0,이자카야
DE2D4A4E86,0,식료품
DE4BA13DEE,3,와인바
DE5727B21A,1,식료품
DE5FF7193C,1,꼬치구이
DE6A101DCA,0,백반/가정식
DE7F19C8F6,0,한식-육류/고기
DE85469897,1,한식-육류/고기
DE96D5A30B,0,일식당
DEA848E3A9,0,백반/가정식
DEABE6F7A5,0,백반/가정식
DEC108E9DF,2,식료품
DECBA9ED42,3,카페
DF277BB6B1,2,샌드위치/토스트
DF32149DAD,0,호프/맥주
DF334CC79E,0,한식-육류/고기
DF5E6C949C,1,한식-해물/생선
DF67DE190B,2,한식-단품요리일반
DF7492A3E8,2,아이스크림/빙수
DF809D8AFF,3,베이커리
DF8B176772,1,카페
DF916D9BA2,1,백반/가정식
DF938C1210,3,중식당
DFA0B92DE8,2,한식-단품요리일반
DFC09E5F2A,0,베이커리
DFCD699E8D,3,축산물
DFD0B2EA28,0,룸살롱/단란주점
DFD306A663,0,분식
DFE427F21C,3,도시락
DFE96F9825,1,식품 제조
DFF4FC9533,3,포장마차
DFF740F6CA,2,한식-단품요리일반
E006ED6B32,1,백반/가정식
E00E398B70,2,치킨
E014ED20D7,1,한식-단품요리일반
E02749FC67,2,카페
E03321589B,2,한식-육류/고기
E04BA9BDD4,1,축산물
E05D8AE16A,2,분식
E06F67F152,0,이자카야
E08EC54D85,2,한식-육류/고기
E09000C96D,1,양식
E0A583DB58,1,카페
E0B79043DA,1,축산물
E0F74B2307,2,한식-단품요리일반
E10B522E89,2,한식-육류/고기
E12C68864A,0,한식-국밥/설렁탕
E145D9B3BC,2,농산물
E14648B415,3,아이스크림/빙수
E17006A999,2,한식-육류/고기
E19118E99D,0,한식-육류/고기
E19551340F,3,일식당
E1AA339E20,1,반찬
E1B7CDD2A1,2,치킨
E1C897591D,2,한식-단품요리일반
E1D3268137,0,요리주점
E1DF41CE78,1,중식당
E1FDBF2D4D,2,커피전문점
E20F4A8C30,3,한식-국밥/설렁탕
E2157F524A,0,분식
E23D8D8DEC,1,축산물
E24BAE6F44,1,축산물
E254F12E10,0,샌드위치/토스트
E25C0935BB,1,한식-죽
E2718B6445,0,양식
E27BFF4C97,1,축산물
E27C1862C9,2,치킨
E2988D5E24,1,식료품
E2A8F11930,1,백반/가정식
E2AF8DDCAD,2,한식-육류/고기
E2AFB2BDCB,2,포장마차
E2BDC284DA,0,한식-해물/생선
E2D2AE237A,1,농산물
E2E58BA667,3,백반/가정식
E300186CEB,1,요리주점
E322BB2F76,1,분식
E3298570A2,1,호프/맥주
E32B3F96D3,2,일식당
E34A466260,0,한식-감자탕
E368BF165D,3,한식-국밥/설렁탕
E36F634F38,0,한식-육류/고기
E376C90F04,3,식료품
E38998FBCE,3,호프/맥주
E3B9A9EE3A,3,담배
E402643C21,1,호프/맥주
E411010CB1,2,반찬
E42018568E,2,햄버거
E427B5E29F,0,커피전문점
E4313DDAAD,2,백반/가정식
E434888409,2,포장마차
E43552CFFF,2,분식
E43C1CDC68,1,한식-단품요리일반
E45CC78273,1,식료품
E474B338BD,0,카페
E476C4A851,1,한식-단품요리일반
E47826B7B5,2,치킨
E48396576D,2,한식-육류/고기
E4899A583F,2,카페
E495DA446B,2,백반/가정식
E4A76A9E0C,3,아이스크림/빙수
E4A9ECB7B9,2,카페
E4B17F7890,0,축산물
E4B34ABDDB,2,호프/맥주
E4BAFA1890,1,한식-단품요리일반
E4C073131C,3,포장마차
E4C7CD6FBB,1,치킨
E4C901B00D,1,중식당
E4D0E6B1B0,2,카페
E4D3C3A8AC,1,한식-단품요리일반
E4E07865EF,1,양식
E4E1737501,0,베이커리
E4E4B45D06,2,카페
E4FEADA057,1,양식
E508B2FACD,2,한식-국수/만두
E51D6B5EE4,1,치킨
E530039112,2,동남아/인도음식
E5474E6047,3,일식-초밥/롤
E549A26D24,1,양식
E569E14F36,0,커피전문점
E57A82C28E,2,일식당
E57C9021F7,2,중식당
E5849C4673,1,한식-육류/고기
E58F84D462,1,카페
E5A898ED0C,3,한식-육류/고기
E5B4CAB28C,3,양식
E5B86651F8,2,한식-육류/고기
E5BF99B7A0,1,양식
E5D4A2B7C3,0,축산물
E5E7DB8834,0,일반 유흥주점
E5E8F3F456,0,건강원
E5EA44757A,3,햄버거
E606947836,2,중식당
E61969DA0F,0,커피전문점
E62416CC62,2,백반/가정식
E629D92144,2,한식-육류/고기
E63D672DD1,0,일반 유흥주점
E64A353E00,0,일반 유흥주점
E64AD4E88B,2,일식당
E653603CB6,2,베이커리
E655648F43,0,카페
E672DE0773,1,축산물
E6738F086C,2,베이커리
E68206768A,2,양식
E684B115A0,0,백반/가정식
E68971A4E9,3,일식당
E6A2D6AB86,2,한식-육류/고기
E6AD1272C7,1,치킨
E6AE130DD5,0,한식-육류/고기
E6BF54CE96,2,커피전문점
E6C9F20B2C,1,한정식
E6D2D191A3,0,축산물
E6D7A15FD3,0,분식
E71673016B,2,카페
E71A3EA260,0,한식-단품요리일반
E71F240C4E,3,식료품
E727308CF3,1,떡/한과 제조
E7299FA225,3,양식
E72B5A0A41,3,카페
E73D1C3E58,1,치킨
E74932DE0A,3,베이커리
E7580812AD,2,피자
E76CBA6E55,1,치킨
E76E810A77,2,축산물
E781672309,3,베이커리
E79BB5C3F3,2,포장마차
E7A25A394B,2,중식당
E7A7211476,0,백반/가정식
E7ADF04349,2,카페
E7BA575772,1,한식-육류/고기
E7EF031D24,1,카페
E7FB9EBA6B,1,한식-해물/생선
E811B2836B,0,기타세계요리
E8152DDA49,1,축산물
E822E1A8E9,2,호프/맥주
E823EBBA3A,1,한식-단품요리일반
E825CDB209,3,한식뷔페
E82E2D91C7,1,식료품
E8372EA9EB,1,한식-육류/고기
E852479CD1,2,농산물
E863289A7D,1,한식-단품요리일반
E86582DC31,3,한식-감자탕
E87A866BDC,2,한식-육류/고기
E8829764C8,0,한식-국수/만두
E8869D79C1,2,기타세계요리
E8B987DD5B,1,백반/가정식
E8BDFFAD07,2,기타세계요리
E8D1233979,1,백반/가정식
E8E65B04C4,0,한식-육류/고기
E8E75C90BA,1,한식-해물/생선
E8F19A150F,2,피자
E9082AE454,1,분식
E9372BF2CE,1,축산물
E93EA380D7,1,떡/한과
E945237BD4,0,백반/가정식
E9547BAC81,1,식료품
E961D9800C,0,한식-단품요리일반
E9807AD4C2,0,한식-해물/생선
E999F941CF,1,축산물
E9A75D0A9D,1,베이커리
E9BFE7C269,0,한식-국밥/설렁탕
E9C5B231DE,3,한식-단품요리일반
E9CAEBD784,1,한식-해물/생선
E9CC23245B,1,피자
E9CCC6C53D,1,식료품
E9D11C9FFC,3,와인바
E9D4FB94A0,0,한식-단품요리일반
E9DBF3BFCA,3,한식-육류/고기
E9DF09936C,3,한식-단품요리일반
E9E34248AB,2,한식-육류/고기
E9EA02C4EA,3,동남아/인도음식
E9EB56D7EC,1,한식-육류/고기
E9FD5A6490,1,한식-단품요리일반
EA1657CCD1,3,백반/가정식
EA1F87E4D9,1,식료품
EA3F4A792D,2,치킨
EA46925A64,2,백반/가정식
EA5FAE889A,2,커피전문점
EA734570C0,2,백반/가정식
EAA6C3BAD2,2,한식-국수/만두
EABC01A262,0,한식-단품요리일반
EAC2034A91,2,한식-육류/고기
EAC8D706B1,1,한식-해물/생선
EAD0ED7E79,0,한식-육류/고기
EAD182F319,0,커피전문점
EADA92CB95,1,한식-단품요리일반
EAF82B5862,0,일반 유흥주점
EB036FFB76,1,식료품
EB0399A070,0,한식-해물/생선
EB0EDEEF49,2,한식-육류/고기
EB1B4CDCD1,2,한식-육류/고기
EB1FBD0949,2,분식
EB2F2101D0,3,커피전문점
EB654FE0E6,2,도너츠
EB66B019B5,1,카페
EB785F92A9,0,청과물
EB8CAF5738,0,백반/가정식
EB9EB89CB7,1,식료품
EBA77DE1F3,2,한식-육류/고기
EBC1ED7CFA,2,한식-단품요리일반
EBCBFD170F,1,한식뷔페
EBE0962975,2,커피전문점
EBE76155D3,2,카페
EC05B1ACA4,0,피자
EC0642694D,3,양식
EC2497D7F4,0,일식당
EC38BD01D9,0,백반/가정식
EC4263AD5F,1,샌드위치/토스트
EC4C74B567,0,한식-해물/생선
EC5DF75B11,0,분식
EC8722B2DA,0,베이커리
EC8D405566,0,한식-육류/고기
EC917AB57E,2,한식-육류/고기
EC91C206FC,2,주류
EC999BD128,0,한식-단품요리일반
EC9B3F9918,0,한식-육류/고기
EC9D2C4B17,0,한식-육류/고기
EC9F8C60ED,3,백반/가정식
ECAA46191A,0,피자
ECCBAE7ACB,2,카페
ECD810DC58,1,일식당
ECFD290D4E,1,축산물
ED0AED2575,1,한식-국밥/설렁탕
ED1607CD38,2,한식-단품요리일반
ED180381CA,2,백반/가정식
ED1FCA35E8,1,양식
ED2BD4308F,2,치킨
ED35FCD6A1,2,커피전문점
ED3A70B3FF,2,축산물
ED52C35FC7,1,축산물
ED52D189EC,1,식료품
ED55416BF9,3,식료품
ED5C02F6B2,3,일반 유흥주점
ED67372F75,2,일식당
ED68BA86A3,1,축산물
ED7C41B517,3,한식-육류/고기
ED815EC186,0,한식-육류/고기
ED8687C47C,2,피자
ED8A95E5CB,2,차
ED968D5FD1,2,커피전문점
ED9B54E9A4,1,건강원
EDB32887DE,0,분식
EDDF492971,0,양식
EDE992B70F,1,축산물
EDFFBFE90B,1,도시락
EE000D3E14,2,카페
EE056F4A46,2,한식-해물/생선
EE0678A190,3,커피전문점
EE0A7B3068,1,축산물
EE23179B26,1,일식당
EE27570A61,3,한식-단품요리일반
EE28A75CE0,1,한식-해물/생선
EE2DE56210,1,양식
EE3122B53A,2,중식당
EE46679C37,2,백반/가정식
EE4985D57B,3,도너츠
EE564B1E57,2,한식-육류/고기
EE6A4602A2,2,중식당
EE79357E42,1,꼬치구이
EE7B25452C,3,축산물
EE7D3593F6,3,동남아/인도음식
EE8D458B93,1,축산물
EE91547CA3,1,양식
EEA824DBB4,1,백반/가정식
EECEBE2010,2,일식-초밥/롤
EED0404EC2,1,농산물
EEFB21D12B,3,카페
EF154AC797,2,치킨
EF32AB6F09,1,축산물
EF414AEF31,0,농산물
EF6C8B42CB,2,요리주점
EFB11372BE,3,분식
EFC23E5401,0,베이커리
EFE2BD2AEE,3,기타세계요리
EFEE980DF0,3,커피전문점
F0082429E9,2,커피전문점
F01D034A24,0,베이커리
F0228002E3,1,농산물
F02766AB0A,2,치킨
F0334CCD5D,1,포장마차
F03D2DB87E,0,한식-단품요리일반
F05842A4EB,3,카페
F05B47B74E,2,일식당
F05E581558,2,한식-육류/고기
F074FA6DCE,2,한식-해물/생선
F0879D5E1E,1,축산물
F0892BD2A8,0,한식-단품요리일반
F095DE8367,1,한식-해물/생선
F0A284DA09,3,일식당
F0B6F6E0EA,2,동남아/인도음식
F0CC0C4D8F,0,농산물
F0CE500A65,2,양식
F0EEF6ECD0,3,요리주점
F1039455F0,1,한식-육류/고기
F1071108E7,1,일식당
F1157A79D0,2,커피전문점
F11C32EC58,3,요리주점
F12638FC09,1,축산물
F12D55091A,2,카페
F136D24734,2,베이커리
F147CC2C63,0,백반/가정식
F15C05A1D9,2,이자카야
F16D48C37E,1,한식-육류/고기
F1758BF01F,2,커피전문점
F17FFADBDA,1,청과물
F1823DF685,2,분식
F18AEC23C8,1,일식-초밥/롤
F1A467E06E,2,한식-육류/고기
F1A9A57B7B,3,양식
F1B5E625FC,0,꼬치구이
F1C69918DF,2,한식-국수/만두
F1D42A1E4A,1,카페
F1F48E332E,0,꼬치구이
F1F5DC5BD6,1,백반/가정식
F200A12359,1,한식-단품요리일반
F20A9C3F30,1,한식-육류/고기
F2119F711A,3,호프/맥주
F2207F8023,2,카페
F2357E23BC,1,농산물
F24E9532C3,3,호프/맥주
F24F0E217A,1,커피전문점
F259ACF16D,1,분식
F25F012B89,2,주류
F276A1602F,1,한식-육류/고기
F27F93CCEE,2,한식-육류/고기
F27FC18E41,1,와인샵
F290935883,2,커피전문점
F293AC18EB,1,한식-육류/고기
F2A06B9694,2,커피전문점
F2AE4EF7AB,2,중식당
F2B2CFC24F,3,샌드위치/토스트
F2E74AE874,1,베이커리
F305B5BE93,2,치킨
F326DA276A,0,피자
F3413EEBA2,2,축산물
F344AFB600,1,식료품
F34A09F515,1,한식-찌개/전골
F391294C30,3,아이스크림/빙수
F3AD4E7EF8,1,한식-찌개/전골
F3B534E564,3,한식-단품요리일반
F3C5C230B0,1,치킨
F3C9F5931D,0,한식-단품요리일반
F3D0744667,0,호프/맥주
F3D4CF71FF,0,식료품
F3E07DF794,1,일식당
F3F835C942,2,백반/가정식
F4013DE365,1,카페
F4157A9FA4,2,한식-육류/고기
F425FD13E4,0,한식-육류/고기
F42D0B483B,3,축산물
F439455087,2,치킨
F43CAD08EC,0,한식-단품요리일반
F4696BFFD9,0,백반/가정식
F46D45E328,1,중식당
F4835443B8,1,식료품
F4A797E2D3,1,한식-해물/생선
F4BEB03DA2,0,카페
F4C22C0FED,3,백반/가정식
F4D804EFA3,1,축산물
F4E7570A2E,0,카페
F4EB8AB693,0,백반/가정식
F4F3149034,2,중식당
F512DF538E,2,햄버거
F52CC07BC8,0,요리주점
F5449AAD7F,1,축산물
F565E3EC41,2,일반 유흥주점
F58CA84077,3,커피전문점
F59ADB02C2,3,백반/가정식
F5A33FDFC2,1,한식-육류/고기
F5A4D98110,2,중식-훠궈/마라탕
F5B18447D1,0,백반/가정식
F5D09BB486,2,한식-국수/만두
F5D2297649,0,한식-육류/고기
F5F6298388,2,일식당
F5FA25FE2A,2,식료품
F602494665,2,양식
F64AF24030,0,한식-해물/생선
F64BE13740,1,한식-찌개/전골
F653A2F32F,2,양식
F65588F354,1,베이커리
F666E3264F,0,일식당
F677279FBB,2,중식당
F67809447B,1,요리주점
F67A482D90,0,분식
F6AC821645,0,양식
F6B42598BE,2,일식-우동/소바/라면
F6F4BCEF5D,0,한식-냉면
F701A56FBD,0,룸살롱/단란주점
F717AC887A,2,한식-육류/고기
F717FD0621,1,포장마차
F719EFDFC0,0,한식-육류/고기
F72B20D757,1,한식-단품요리일반
F744DF2779,2,한식-해물/생선
F74D26733C,3,베이커리
F78999A03F,2,백반/가정식
F789DAA8C6,0,한식-육류/고기
F794B9D76C,1,한식-육류/고기
F79C44E620,2,꼬치구이
F7AB2719E7,0,한식-단품요리일반
F7AD65B492,2,베이커리
F7C857EF14,2,한식-육류/고기
F7CED7B6BD,2,백반/가정식
F7D24B9BB0,1,백반/가정식
F7E9A69F8D,3,커피전문점
F7ED8A9A8C,0,중식당
F7FAA7961C,3,요리주점
F80F79F599,2,피자
F810BEFDDE,0,양식
F830EFEDC5,1,축산물
F84E5ED7D7,1,룸살롱/단란주점
F852908BF6,0,한식-육류/고기
F88A12BCAB,0,한식-육류/고기
F8A788D183,3,카페
F8A8FD6F7C,2,치킨
F8A9873648,3,일식-덮밥/돈가스
F8BB3FFD0D,1,한식-육류/고기
F8CF4EB923,0,백반/가정식
F8D42257C0,0,축산물
F8EB6EC7ED,3,호프/맥주
F901334796,2,한식-찌개/전골
F907A9A2FF,0,호프/맥주
F94D17B95F,0,한식-단품요리일반
F959F7E85C,2,백반/가정식
F95DBF0B74,1,백반/가정식
F961D19759,3,한식-육류/고기
F9740CF3C4,1,한식-냉면
F99B9D223F,3,백반/가정식
F9E3638CA1,1,농산물
F9F193955A,1,동남아/인도음식
F9F46CA809,2,식료품
FA06E82AE6,3,한식-단품요리일반
FA17812673,2,백반/가정식
FA4EC253FD,2,양식
FA5108E188,2,한식-찌개/전골
FA526A8279,0,커피전문점
FA56138C48,0,축산물
FA5BFF2F5E,2,한식-육류/고기
FA6BD5D16F,1,한식-찌개/전골
FA74A080E1,1,백반/가정식
FA849FA315,0,백반/가정식
FA8BCD6DDD,2,커피전문점
FA9FC0963F,0,양식
FAB0188A01,2,카페
FAC60AB34E,3,한식-국수/만두
FAF7EF36E4,2,호프/맥주
FB073006C3,2,치킨
FB0BD34001,1,일식당
FB36289140,2,축산물
FB4DA73643,0,축산물
FB53D5547B,3,백반/가정식
FB5D8197BC,3,아이스크림/빙수
FB709A768C,1,꼬치구이
FB93D1F30E,2,한식-육류/고기
FBA935A166,1,양식
FBAAA9652B,3,베이커리
FBBAC0BE34,1,한식-육류/고기
FBC1A0EE75,2,일식-덮밥/돈가스
FBC56DE125,1,양식
FBDA2A8798,0,한식-육류/고기
FBE1518873,1,한식-단품요리일반
FBE5899725,2,피자
FBE9059735,0,축산물
FC11619D64,0,분식
FC1BE5CBBF,3,한식-찌개/전골
FC4868D4E3,1,한식-국수/만두
FC4D2DC52C,2,기타세계요리
FC69270591,2,커피전문점
FC6E670F70,2,커피전문점
FC94397B9D,1,축산물
FC9A5609D6,2,한식-단품요리일반
FCA52160AF,1,식료품
FCA7A6787B,2,카페
FCAF2BC53E,0,커피전문점
FCAF3BA597,2,카페
FCBC6ED9BA,1,샌드위치/토스트
FCBC740B1D,2,베이커리
FCBDB3C308,3,카페
FCBE9BD039,0,한식-단품요리일반
FCC01DA1A3,1,식료품
FCC34C30CB,3,양식
FCCA295301,1,치킨
FCDFAFB42A,3,한식-육류/고기
FCE1F472A0,1,농산물
FCE9571860,2,커피전문점
FCE9599321,1,일식당
FCEC2103C8,2,한식-국밥/설렁탕
FD00BD4D69,2,일식-덮밥/돈가스
FD01231FB6,3,백반/가정식
FD0DB1E115,0,양식
FD13D7996E,2,청과물
FD186D39D7,0,양식
FD1D26195F,2,아이스크림/빙수
FD2188337A,0,한식-육류/고기
FD27934820,3,식료품
FD2A903C77,1,햄버거
FD3AE857A6,2,치킨
FD52FCDA1B,2,한식-단품요리일반
FD67E697FF,1,한식-육류/고기
FD69236F45,2,카페
FD83D6880D,0,축산물
FDAA673A8F,2,한식-찌개/전골
FDC6438DD6,0,한식-국밥/설렁탕
FDC922ABCE,1,카페
FDD6335CBC,1,카페
FDE93C77D7,1,식료품
FDFE021BDE,0,일반 유흥주점
FE0080F280,0,한식-육류/고기
FE30B6645E,1,치킨
FE3AAF5CCD,2,식료품
FE3D949A0E,0,호프/맥주
FE56C99A69,1,베이커리
FE826E7775,0,커피전문점
FE8F304044,2,중식당
FEA22C8CC8,1,한식-육류/고기
FEAAE06C47,3,카페
FEAD704455,1,식료품
FEB83042A5,2,카페
FEBEA35A73,0,한식-육류/고기
FEC2FCF4DA,0,커피전문점
FEDAD7667E,0,축산물
FEE6966193,0,카페
FEFBDB41EA,1,한식-단품요리일반
FF03884FF0,0,한식-육류/고기
FF079A30CE,1,한식-육류/고기
FF0B7211A6,1,축산물
FF14F559B9,2,한식-단품요리일반
FF2A41988A,3,와인바
FF329A450D,2,한식-단품요리일반
FF37DA45D4,0,한식-육류/고기
FF39E0223D,2,치킨
FF3AE5174C,3,카페
FF3C3A8704,3,카페
FF55272DEB,2,한식-육류/고기
FF73833F70,2,베이커리
FF73A2D71A,1,한식-단품요리일반
FF8A45E182,3,한식-감자탕
FFAC8CC0F7,1,한식-국밥/설렁탕
FFD5654C3D,0,한식-찌개/전골
FFE9F1CC6A,1,백반/가정식
FFEDAC5747,2,베이커리
FFF0DAC445,0,꼬치구이
